CountyId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific
46103,South Dakota,Pennington County,108126,54305,53821,4.8,80.5,1.1,8,1.1,0.1
46105,South Dakota,Perkins County,2964,1485,1479,1.6,94.7,0.1,2.6,0,0
46107,South Dakota,Potter County,2318,1130,1188,2.3,93.1,0,2.3,1.2,0
46109,South Dakota,Roberts County,10250,5192,5058,2.8,57.7,0.5,36,0.1,0
46111,South Dakota,Sanborn County,2366,1212,1154,3,95.2,0,0.7,0.6,0
46115,South Dakota,Spink County,6478,3221,3257,1.9,95,0.1,1.9,0,0.2
46117,South Dakota,Stanley County,2994,1552,1442,1.1,87.8,0,8.4,0,0.9
46119,South Dakota,Sully County,1390,756,634,0.9,95.5,0,1.5,0,0
46121,South Dakota,Todd County,10016,4905,5111,4.2,8.5,0.3,77.2,1.3,0
46123,South Dakota,Tripp County,5480,2781,2699,0.3,82.1,0,13.3,0,0
46125,South Dakota,Turner County,8242,4140,4102,2.1,95.7,0.4,0.5,0,0
46127,South Dakota,Union County,14929,7525,7404,3,92.8,0.7,0.6,1,0
46129,South Dakota,Walworth County,5502,2678,2824,2,79.8,0.5,12.2,2,0.4
46135,South Dakota,Yankton County,22660,11786,10874,3.7,89.4,1.8,2.3,0.7,0.1
46137,South Dakota,Ziebach County,2837,1421,1416,0.4,23.4,0,74.5,1,0
47001,Tennessee,Anderson County,75538,36803,38735,2.7,89.6,3.4,0.1,1.4,0.1
47003,Tennessee,Bedford County,46854,23127,23727,11.8,77.8,6.6,0.1,0.4,0.1
47005,Tennessee,Benton County,16154,7794,8360,2.2,93.2,3.4,0.3,0,0
47007,Tennessee,Bledsoe County,14413,8385,6028,2.1,89.2,4,1.1,0.3,0
47009,Tennessee,Blount County,127135,61640,65495,3.1,91.4,2.5,0.3,0.7,0.1
47011,Tennessee,Bradley County,103666,50468,53198,5.8,86.5,4.9,0.1,1.1,0
47013,Tennessee,Campbell County,39824,19411,20413,1.2,96.6,0.5,0.3,0.4,0
47015,Tennessee,Cannon County,13839,6738,7101,2,94.5,1.5,0.5,0.1,0
47017,Tennessee,Carroll County,28137,13758,14379,2.4,84.9,9.8,0.3,0.3,0.1
47019,Tennessee,Carter County,56500,27736,28764,1.7,95.1,1.4,0.3,0.4,0
47021,Tennessee,Cheatham County,39713,19642,20071,2.7,93.4,1.3,0.2,0.5,0.3
47023,Tennessee,Chester County,17097,8199,8898,2.4,86,9.7,0,0.5,0
47025,Tennessee,Claiborne County,31566,15284,16282,1.2,95.6,1,0.1,0.6,0.1
47027,Tennessee,Clay County,7684,3777,3907,1.6,94.8,2.1,0.7,0.5,0
47029,Tennessee,Cocke County,35262,17221,18041,2.2,93.6,1.6,0.4,0,0
47031,Tennessee,Coffee County,54074,26397,27677,4.1,89.2,2.1,0.1,0.9,0
47033,Tennessee,Crockett County,14554,6915,7639,10.1,74.7,13.2,0.2,0.2,0
47035,Tennessee,Cumberland County,58178,28515,29663,2.8,94.7,0.7,0.5,0.6,0
47037,Tennessee,Davidson County,678322,327080,351242,10.1,56.4,27.3,0.3,3.5,0.1
47039,Tennessee,Decatur County,11681,5744,5937,3.2,91.7,2.9,0,0.3,0
47041,Tennessee,DeKalb County,19380,9705,9675,7.6,88.9,1.3,0,0.6,0.1
47043,Tennessee,Dickson County,51341,25100,26241,3.3,89.9,3.9,0.3,0.4,0
47045,Tennessee,Dyer County,37751,18201,19550,3.3,80.3,13.4,0.4,0.7,0.1
47047,Tennessee,Fayette County,39336,19329,20007,2.5,68.3,27.7,0.3,0.7,0
47049,Tennessee,Fentress County,17940,8846,9094,1.4,96.7,0.2,0.1,0.4,0
47051,Tennessee,Franklin County,41397,20224,21173,3.2,88.8,4.9,0.2,0.6,0
47053,Tennessee,Gibson County,49222,23447,25775,2.6,76.8,17.7,0.4,0.3,0.1
47055,Tennessee,Giles County,29024,14119,14905,2,84.8,9.8,0,0.6,0
47057,Tennessee,Grainger County,22942,11383,11559,3,94.9,0.4,0.3,0.3,0
47059,Tennessee,Greene County,68520,33482,35038,2.7,93.3,2.2,0.3,0.4,0
47061,Tennessee,Grundy County,13359,6575,6784,1.2,81.2,0.5,0.1,0.2,0.1
47063,Tennessee,Hamblen County,63465,31109,32356,11.5,81.9,3.4,0.1,1,0
47065,Tennessee,Hamilton County,354589,170993,183596,5.3,71.4,19.3,0.1,2,0
47067,Tennessee,Hancock County,6605,3273,3332,0.9,97.1,0.5,0.7,0.3,0
47069,Tennessee,Hardeman County,25784,14076,11708,1.7,54.7,41.5,0.3,0.7,0
47071,Tennessee,Hardin County,25813,12669,13144,2.3,92,3.7,0.1,1,0.1
47073,Tennessee,Hawkins County,56402,27525,28877,1.4,95.3,1.3,0.2,0.5,0
47075,Tennessee,Haywood County,17944,8404,9540,4.3,44.4,50,0,0.1,0.1
47077,Tennessee,Henderson County,27889,13446,14443,2.2,87.6,8,0,0.2,0
47079,Tennessee,Henry County,32263,15627,16636,2.3,87.5,9,0.2,0.1,0
47081,Tennessee,Hickman County,24502,12830,11672,2.3,90.6,5,0,0.2,0
47083,Tennessee,Houston County,8188,4106,4082,0.8,92.2,4,0.5,0.3,0
47085,Tennessee,Humphreys County,18281,8985,9296,2.3,92.9,3.6,0.4,0.2,0.1
47087,Tennessee,Jackson County,11573,5827,5746,1.9,95.7,0.6,0,0,0
47089,Tennessee,Jefferson County,52887,25886,27001,3.5,92.5,1.8,0.2,0.6,0
47091,Tennessee,Johnson County,17846,9625,8221,1.9,92.2,3.8,0.5,0.4,0
47093,Tennessee,Knox County,452286,219839,232447,4,82.7,8.8,0.2,2.1,0
47095,Tennessee,Lake County,7588,4761,2827,2.2,67.1,29.1,0.1,0.2,0.1
47097,Tennessee,Lauderdale County,26497,13524,12973,2.4,60.9,33.6,0.6,0.4,0
47099,Tennessee,Lawrence County,42591,20989,21602,2,94,1.9,0.2,0.4,0
47101,Tennessee,Lewis County,11944,5864,6080,2.2,93.5,1.2,0,2.7,0
47103,Tennessee,Lincoln County,33543,16488,17055,3.2,87.4,6.8,0.2,0.4,0
47105,Tennessee,Loudon County,51024,24934,26090,8.2,88.4,1.3,0.1,0.6,0
47107,Tennessee,McMinn County,52569,25630,26939,3.7,89.7,3.6,0.2,0.6,0.1
47109,Tennessee,McNairy County,25945,12672,13273,2,90.1,5.7,0.2,0.1,0
47111,Tennessee,Macon County,23239,11381,11858,5.1,92.1,0.4,0.4,0.3,0.2
47113,Tennessee,Madison County,97887,46449,51438,3.7,56.5,37.1,0,1.1,0
47115,Tennessee,Marion County,28355,13830,14525,1.7,92.1,1.9,0.3,0.4,0
47117,Tennessee,Marshall County,31753,15700,16053,4.9,85.4,7.6,0,0.4,0
47119,Tennessee,Maury County,87606,42201,45405,5.4,79.8,11.6,0.4,0.9,0
47121,Tennessee,Meigs County,11830,5767,6063,1.5,94.5,1.4,0.3,0.2,0
47123,Tennessee,Monroe County,45698,22571,23127,4.2,91.1,1.9,0.9,0.4,0
47125,Tennessee,Montgomery County,192120,96196,95924,9.7,64.6,18.6,0.5,2.1,0.4
47127,Tennessee,Moore County,6302,3108,3194,0.2,93.3,1.7,1.6,2,0
47129,Tennessee,Morgan County,21639,12088,9551,1.2,93.3,5,0.1,0,0
47131,Tennessee,Obion County,30659,14679,15980,4,83.4,10.3,0.3,0.3,0
47133,Tennessee,Overton County,21995,10914,11081,1.3,96.4,0.7,0.1,0.3,0.2
47135,Tennessee,Perry County,7882,3960,3922,2.3,92.6,3.3,0.3,0.3,0
47137,Tennessee,Pickett County,5071,2566,2505,0.9,96.8,0.8,0,0,0
47139,Tennessee,Polk County,16722,8321,8401,1.9,95.4,0.3,0.3,0.2,0
47141,Tennessee,Putnam County,75565,37302,38263,6,88.8,2.3,0.3,1.3,0
47143,Tennessee,Rhea County,32478,16027,16451,4.6,91,2.2,0.1,0.4,0
47145,Tennessee,Roane County,52926,25970,26956,1.7,93.1,2.4,0.3,0.7,0
47147,Tennessee,Robertson County,68575,33839,34736,6.4,84,7.1,0.4,0.5,0.1
47149,Tennessee,Rutherford County,298456,147195,151261,7.4,72.5,13.9,0.2,3.1,0
47151,Tennessee,Scott County,21949,10831,11118,0.8,97.5,0.5,0.3,0,0
47153,Tennessee,Sequatchie County,14654,7229,7425,3.5,85.9,0.2,0.3,0,0
47155,Tennessee,Sevier County,95523,46856,48667,5.7,90.6,0.7,0.3,0.8,0
47157,Tennessee,Shelby County,937847,446846,491001,6.1,36.5,53.2,0.1,2.5,0
47159,Tennessee,Smith County,19279,9617,9662,2.5,93.2,2.2,0.6,0.1,0
47161,Tennessee,Stewart County,13248,6582,6666,2.6,92,1.1,0.5,0.9,0.3
47163,Tennessee,Sullivan County,156519,75908,80611,1.8,93.7,1.9,0.1,0.6,0
47165,Tennessee,Sumner County,175730,85968,89762,4.5,85.2,6.8,0.3,1.3,0.1
47167,Tennessee,Tipton County,61434,30363,31071,2.7,76,17.9,0.5,0.7,0.2
47169,Tennessee,Trousdale County,8773,4654,4119,1.1,84.9,11.4,0.1,0.3,0
47171,Tennessee,Unicoi County,17830,8880,8950,4.4,93.7,0.5,0.1,0.5,0
47173,Tennessee,Union County,19176,9516,9660,1.5,96.6,0.4,0,0.1,0.2
47175,Tennessee,Van Buren County,5675,2870,2805,0.9,96.3,0.3,0,0,0
47177,Tennessee,Warren County,40210,19846,20364,8.7,85.9,1.3,0.1,0.6,0.3
47179,Tennessee,Washington County,126437,61427,65010,3.3,89.2,3.8,0.3,1.5,0
47181,Tennessee,Wayne County,16713,9273,7440,1.9,90.3,5.6,0.2,1.5,0
47183,Tennessee,Weakley County,33776,16466,17310,2.3,87.1,8.7,0.2,0.1,0.1
47185,Tennessee,White County,26394,12929,13465,2.3,93.8,1.6,0,0,0
47187,Tennessee,Williamson County,212161,103812,108349,4.7,85.3,4.2,0.1,4,0
47189,Tennessee,Wilson County,128874,63009,65865,3.8,86,6.8,0.3,1.5,0.1
48001,Texas,Anderson County,57747,35292,22455,17.3,59.7,20.9,0.3,0.5,0
48003,Texas,Andrews County,17577,8980,8597,55.4,41.1,1.5,0.1,0.2,0.1
48005,Texas,Angelina County,87700,42707,44993,21.5,61.2,14.7,0.1,1.1,0
48007,Texas,Aransas County,24832,12448,12384,27,67.7,1.6,0,2,0
48009,Texas,Archer County,8793,4335,4458,8.3,88.6,0.8,0.3,0.4,0
48011,Texas,Armstrong County,1929,974,955,10,86.6,1.2,1.3,0,0
48013,Texas,Atascosa County,48139,24051,24088,63.5,34.2,0.7,0.1,0.4,0
48015,Texas,Austin County,29292,14474,14818,25.9,63.3,8.9,0,0.2,0
48017,Texas,Bailey County,7098,3678,3420,62.7,34.6,1.5,0.1,0.9,0.2
48019,Texas,Bandera County,21316,10570,10746,18,78.8,1,0.2,0.2,0
48021,Texas,Bastrop County,80306,40845,39461,36,53.7,7.7,0.4,0.9,0
48023,Texas,Baylor County,3602,1740,1862,10.1,83.8,3.2,0,0,0
48025,Texas,Bee County,32729,19883,12846,58.2,32.2,8.2,0.5,0.5,0
48027,Texas,Bell County,336506,168147,168359,24,47.2,21,0.3,2.8,0.7
48029,Texas,Bexar County,1892004,932577,959427,59.8,28.4,7,0.2,2.6,0.1
48031,Texas,Blanco County,11089,5576,5513,19.1,77.6,0,0,0.6,0
48033,Texas,Borden County,602,309,293,7.6,92.4,0,0,0,0
48035,Texas,Bosque County,17955,8831,9124,17.6,78.7,1.4,0.3,0.3,0
48037,Texas,Bowie County,93635,47173,46462,7.4,64.5,23.9,0.8,1,0
48039,Texas,Brazoria County,345995,175156,170839,29.7,49.1,12.9,0.3,6.2,0
48041,Texas,Brazos County,214231,108478,105753,25.1,56.7,10.2,0.1,6,0
48043,Texas,Brewster County,9220,4464,4756,44.2,51.7,0.1,1.7,1.1,0
48045,Texas,Briscoe County,1591,796,795,32.2,60.6,1.7,0,0,1
48047,Texas,Brooks County,7251,3750,3501,94.1,5.8,0.1,0,0,0
48049,Texas,Brown County,37787,18741,19046,21.5,72.7,3.6,0.2,0.6,0
48051,Texas,Burleson County,17596,8781,8815,20.1,65.7,12.3,0.2,0.3,0
48053,Texas,Burnet County,45017,22234,22783,21.9,74.1,1.5,0.6,0.7,0
48055,Texas,Caldwell County,40544,20563,19981,50.7,41.1,6.1,0.2,1,0.1
48057,Texas,Calhoun County,21821,10976,10845,48.1,43.2,2.6,0.1,4.9,0.1
48059,Texas,Callahan County,13660,6650,7010,9.1,86.8,1.5,0.1,0.2,0
48061,Texas,Cameron County,420201,203657,216544,89.3,9.3,0.4,0.1,0.6,0
48063,Texas,Camp County,12670,6215,6455,23.9,56.6,16.9,0.4,0.3,0
48065,Texas,Carson County,6033,2888,3145,9.7,86.4,0.6,0.4,0.5,0.2
48067,Texas,Cass County,30118,14599,15519,4.3,76.4,17,0,0.4,0
48069,Texas,Castro County,7891,3958,3933,63.9,32.9,0.7,0.1,1.2,0
48071,Texas,Chambers County,39283,19679,19604,21.4,68,8,0.1,1.3,0
48073,Texas,Cherokee County,51594,26307,25287,22.5,61.3,13.6,0.5,0.6,0
48075,Texas,Childress County,7064,3933,3131,21.7,64.1,7.2,1,1.4,3.4
48077,Texas,Clay County,10369,5184,5185,5.7,90.4,0.5,1.2,0.3,0
48079,Texas,Cochran County,2932,1492,1440,57,37.7,2.6,0.2,0,0
48081,Texas,Coke County,3238,1609,1629,21.1,76.9,0.6,0.6,0.2,0
48083,Texas,Coleman County,8422,4282,4140,17.4,77.3,2.7,0.8,0.8,0
48085,Texas,Collin County,914075,448915,465160,15.1,59.1,9.2,0.3,13.5,0.1
48087,Texas,Collingsworth County,3026,1508,1518,31.3,60.3,3.5,4.3,0.1,0
48089,Texas,Colorado County,20913,10487,10426,28.9,57,13,0.1,0.1,0
48091,Texas,Comal County,129100,63732,65368,26.8,68.7,2,0.1,1,0
48093,Texas,Comanche County,13492,6710,6782,27.3,70.4,0.7,0.5,0.6,0
48095,Texas,Concho County,3858,2622,1236,53,44.9,0.7,0.1,1,0
48097,Texas,Cooke County,39064,19358,19706,17.3,76.4,2.5,0.7,0.9,0.2
48099,Texas,Coryell County,75818,37921,37897,17.8,59.5,13.7,0.6,1.8,0.7
48101,Texas,Cottle County,1498,758,740,32.7,53.6,10.2,0.3,0,0
48103,Texas,Crane County,4836,2515,2321,62.8,32.9,4.2,0.1,0,0
48105,Texas,Crockett County,3836,1903,1933,66.1,33,0.9,0,0,0
48107,Texas,Crosby County,5895,2918,2977,55.4,40,3.7,0,0,0
48109,Texas,Culberson County,2257,1162,1095,80.7,17.4,0.4,0,0.3,0
48111,Texas,Dallam County,7207,3880,3327,43.8,51.2,1.7,1.2,0.9,0
48113,Texas,Dallas County,2552213,1257751,1294462,39.6,30.2,22.1,0.2,6,0
48115,Texas,Dawson County,13095,7274,5821,56.4,36.3,5.7,0.4,0.9,0
48117,Texas,Deaf Smith County,18947,9499,9448,71.6,25.9,0.8,0.3,0.5,0.1
48119,Texas,Delta County,5172,2552,2620,6.9,81.5,7.9,0.2,0.7,0
48121,Texas,Denton County,781321,384390,396931,19.1,60.9,9.1,0.3,7.8,0.1
48123,Texas,DeWitt County,20474,10697,9777,34.5,55.6,9,0,0,0
48125,Texas,Dickens County,2224,1186,1038,27.6,68.7,3.1,0.3,0.1,0
48127,Texas,Dimmit County,10822,5284,5538,86.5,13.2,0.1,0,0.2,0
48129,Texas,Donley County,3433,1714,1719,10.6,81.8,3.7,0.7,0.5,0
48131,Texas,Duval County,11434,5891,5543,89.3,9,1.4,0,0.3,0
48133,Texas,Eastland County,18278,9337,8941,16,79.9,2.2,0.4,0.2,0
48135,Texas,Ector County,155744,78798,76946,58.7,34.5,4.1,0.2,1,0
48137,Texas,Edwards County,2111,965,1146,56.9,43.1,0,0,0,0
48139,Texas,Ellis County,164092,80837,83255,25.5,62.6,8.9,0.3,0.7,0
48141,Texas,El Paso County,834825,409199,425626,82.2,12.4,3,0.3,1.1,0.1
48143,Texas,Erath County,41016,20118,20898,20.6,75.4,1.6,0.5,0.8,0
48145,Texas,Falls County,17289,8135,9154,22.8,51.5,24.3,0.2,0.2,0.1
48147,Texas,Fannin County,33787,17846,15941,10.6,79.4,6.5,0.4,0.7,0.1
48149,Texas,Fayette County,24963,12188,12775,20.4,71.9,6,0.1,0.7,0
48151,Texas,Fisher County,3875,1867,2008,29.8,66.5,2.9,0,0.5,0.1
48153,Texas,Floyd County,5953,2911,3042,57.8,37.9,2.5,0.2,0.3,0
48155,Texas,Foard County,1414,749,665,21.6,76.2,2.2,0,0,0
48157,Texas,Fort Bend County,711421,349697,361724,24.2,34.4,20.2,0.2,19.2,0
48159,Texas,Franklin County,10639,5409,5230,13.9,79.6,4.5,0.5,0,0.1
48161,Texas,Freestone County,19646,10224,9422,14.7,67.5,16.1,0.2,0.4,0
48163,Texas,Frio County,19110,11363,7747,78.5,16.4,3.6,0,0.6,0
48165,Texas,Gaines County,19889,10082,9807,40.6,56.3,2.3,0.1,0.5,0
48167,Texas,Galveston County,321184,158564,162620,23.9,58,12.5,0.3,3.3,0
48169,Texas,Garza County,6739,4369,2370,54,40.5,4.5,0.1,0.6,0
48171,Texas,Gillespie County,25939,12655,13284,22.5,75.6,0.1,0,0.1,0
48173,Texas,Glasscock County,1420,792,628,40.6,59.4,0,0,0,0
48175,Texas,Goliad County,7510,3778,3732,35.6,58.6,5.3,0,0.2,0
48177,Texas,Gonzales County,20558,10400,10158,50.1,42.3,6.7,0.1,0.2,0
48179,Texas,Gray County,22962,12143,10819,27.9,64.5,4.3,0.9,0.7,0.1
48181,Texas,Grayson County,126146,61556,64590,12.7,76.4,5.5,1.3,1.3,0
48183,Texas,Gregg County,123402,60366,63036,18.2,58.3,20.1,0.3,1.4,0.1
48185,Texas,Grimes County,27358,15070,12288,23.6,58.7,15.6,0.3,0.1,0
48187,Texas,Guadalupe County,150889,74611,76278,37.3,51.4,7.1,0.2,1.7,0
48189,Texas,Hale County,34527,17906,16621,58.8,34.6,4.4,0.1,0.2,0
48191,Texas,Hall County,3102,1552,1550,34.2,56.7,7.4,0.1,0.5,0
48193,Texas,Hamilton County,8220,4062,4158,12,85.1,0.7,0.7,0.2,0
48195,Texas,Hansford County,5532,2760,2772,46.4,53.3,0.1,0.1,0,0
48197,Texas,Hardeman County,3990,1950,2040,21.3,68.6,6.9,0.4,0.5,0
48199,Texas,Hardin County,55993,27365,28628,5.4,87,5.6,0.2,0.5,0
48201,Texas,Harris County,4525519,2251060,2274459,42.2,30.6,18.5,0.2,6.8,0.1
48203,Texas,Harrison County,66606,32517,34089,12.7,63.8,21.3,0.3,0.7,0
48205,Texas,Hartley County,5821,3524,2297,26.2,59.6,8.4,0,1.4,0
48207,Texas,Haskell County,5806,3247,2559,27.6,65.8,3.1,0.6,0.7,0
48209,Texas,Hays County,194843,96973,97870,37.8,55.3,3.5,0.2,1.3,0
48211,Texas,Hemphill County,4152,1976,2176,35.2,61.8,0.7,0.4,0.3,0
48213,Texas,Henderson County,79687,38840,40847,12.1,78.9,6.6,0.9,0.7,0.1
48215,Texas,Hidalgo County,839539,410383,429156,91.8,6.6,0.4,0.1,0.9,0
48217,Texas,Hill County,35098,17374,17724,20,71.3,6.3,0.2,0.3,0.2
48219,Texas,Hockley County,23273,11505,11768,46.9,47.7,3.6,0.6,0.2,0.1
48221,Texas,Hood County,55418,27199,28219,12,84.8,0.7,0.9,0.8,0
48223,Texas,Hopkins County,35929,17643,18286,16.3,74,6.7,0.2,0.7,0.1
48225,Texas,Houston County,22849,12274,10575,10.7,62,24.9,0.2,0.4,0
48227,Texas,Howard County,36491,20588,15903,41.2,50,5.2,0.7,0.8,0.1
48229,Texas,Hudspeth County,3702,1841,1861,78.4,18.5,1.5,0,1.2,0
48231,Texas,Hunt County,90322,44432,45890,15.3,72.9,7.8,0.8,1.2,0
48233,Texas,Hutchinson County,21704,10838,10866,22.5,71.3,2,1.3,0.6,0.3
48235,Texas,Irion County,1592,853,739,22.9,72.4,3.2,0,0,0
48237,Texas,Jack County,8839,4973,3866,16.3,77.9,4.5,0.4,0.1,0
48239,Texas,Jackson County,14756,7214,7542,32.3,59.4,7.1,0,0.3,0.1
48241,Texas,Jasper County,35444,17420,18024,6.5,74.7,16.7,0.1,0.5,0
48243,Texas,Jeff Davis County,2236,1070,1166,36.2,60.9,0.7,0.1,1.5,0
48245,Texas,Jefferson County,254574,130404,124170,19.5,41.7,33.7,0.2,3.6,0
48247,Texas,Jim Hogg County,5262,2623,2639,93.8,5.9,0,0,0,0
48249,Texas,Jim Wells County,41318,20134,21184,80.2,18.3,0.5,0.1,0.6,0.1
48251,Texas,Johnson County,160173,79887,80286,20.3,73.6,2.8,0.4,0.8,0.4
48253,Texas,Jones County,19969,12658,7311,27.2,54.8,14.5,0.1,0.3,0
48255,Texas,Karnes County,15051,8960,6091,52.9,37.8,8.7,0.1,0.1,0
48257,Texas,Kaufman County,114852,56347,58505,19.9,66.6,10.4,0.4,1.1,0.1
48259,Texas,Kendall County,40306,19568,20738,23,73.6,0.7,0,0.7,0.1
48261,Texas,Kenedy County,564,280,284,88.5,11.3,0,0,0.2,0
48263,Texas,Kent County,680,311,369,21.6,77.1,0.7,0.6,0,0
48265,Texas,Kerr County,50761,24563,26198,26.1,69.9,1.4,0.2,1,0
48267,Texas,Kimble County,4432,2140,2292,23.7,74.3,0,0.5,0,0
48269,Texas,King County,289,150,139,26.6,73.4,0,0,0,0
48271,Texas,Kinney County,3631,2234,1397,61.8,38.1,0.1,0,0,0
48273,Texas,Kleberg County,31540,16290,15250,72.3,21,3.5,0.1,2,0
48275,Texas,Knox County,3753,1879,1874,33.4,59.4,6,0.1,0.2,0
48277,Texas,Lamar County,49401,23876,25525,7.5,75,12.3,0.3,0.9,0.3
48279,Texas,Lamb County,13368,6832,6536,55,39.8,3.6,0.3,0.5,0
48281,Texas,Lampasas County,20473,10144,10329,19.2,72.9,3,0.4,1.1,1
48283,Texas,La Salle County,7418,4347,3071,79.9,17.6,1.2,0,0.1,0
48285,Texas,Lavaca County,19859,9596,10263,18.1,74.3,6.6,0,0.4,0
48287,Texas,Lee County,16850,8476,8374,23.2,63.7,11,0,0.9,0
48289,Texas,Leon County,16966,8485,8481,14.2,76.5,7.2,0.6,0.7,0.2
48291,Texas,Liberty County,79884,39491,40393,21.9,65.8,10,0.3,0.6,0
48293,Texas,Limestone County,23480,12071,11409,21.3,59.2,17.6,0.3,0.7,0
48295,Texas,Lipscomb County,3495,1880,1615,29.9,66,0.4,0.7,0.7,0
48297,Texas,Live Oak County,12043,6548,5495,38.8,57.6,2.4,0,0.6,0
48299,Texas,Llano County,20195,9848,10347,9.8,87.1,0.7,0.1,0.4,0
48301,Texas,Loving County,74,39,35,16.2,74.3,0,5.4,0,0
48303,Texas,Lubbock County,298042,147080,150962,34.5,54.5,6.9,0.4,2.1,0.1
48305,Texas,Lynn County,5785,2957,2828,47.2,49.3,1.3,0.5,0.3,0
48307,Texas,McCulloch County,8145,4171,3974,31.6,62.2,2,0,0,0
48309,Texas,McLennan County,245720,119894,125826,25.6,56.7,14.2,0.2,1.5,0
48311,Texas,McMullen County,600,321,279,50.5,48.7,0,0.8,0,0
48313,Texas,Madison County,13979,8649,5330,22.4,55.8,17.4,0.1,1.1,0.2
48315,Texas,Marion County,10140,5025,5115,3.9,70.9,23.7,0.3,0,0.2
48317,Texas,Martin County,5547,2856,2691,45.1,53.7,0.6,0.5,0,0.1
48319,Texas,Mason County,4122,2200,1922,24.3,71.9,0,0.3,2.5,0
48321,Texas,Matagorda County,36744,18249,18495,41.4,44.9,10.2,0.4,2,0.1
48323,Texas,Maverick County,57471,28522,28949,95.3,2.6,0.2,1.2,0.4,0.1
48325,Texas,Medina County,48548,25073,23475,51.3,44.5,2.3,0.3,0.6,0
48327,Texas,Menard County,2123,1159,964,37.3,59,0.6,0.6,0,0
48329,Texas,Midland County,159883,80338,79545,43.2,47.3,5.9,0.4,1.8,0
48331,Texas,Milam County,24479,12194,12285,25.8,62.9,8.4,0.1,0.5,0
48333,Texas,Mills County,4887,2275,2612,18.3,81.3,0.2,0,0.1,0
48335,Texas,Mitchell County,8774,5417,3357,39.3,48.7,10.3,0.3,0.4,0
48337,Texas,Montague County,19406,9512,9894,10.7,86.3,0.2,0.3,0.1,0
48339,Texas,Montgomery County,535187,265034,270153,23,67.9,4.5,0.1,2.8,0.1
48341,Texas,Moore County,22016,11466,10550,54.1,33.7,3.2,0.3,7.9,0
48343,Texas,Morris County,12530,6022,6508,9.2,65.1,23.6,0.4,0.1,0.1
48345,Texas,Motley County,1114,575,539,16.3,76.5,3.5,0,0,0
48347,Texas,Nacogdoches County,65411,31297,34114,18.9,59.9,17.2,0.3,1.6,0
48349,Texas,Navarro County,48239,23726,24513,26.2,57.3,13.1,0.3,0.6,1
48351,Texas,Newton County,14187,7436,6751,3.5,73.6,21.3,0.2,0.1,0
48353,Texas,Nolan County,14990,7629,7361,36.4,57,4.9,0.4,0.3,0
48355,Texas,Nueces County,358484,176836,181648,63,30.3,3.6,0.2,1.9,0.1
48357,Texas,Ochiltree County,10484,5353,5131,53,44.5,0.2,0.7,0.2,0
48359,Texas,Oldham County,2083,1208,875,15.5,75.8,5.6,0,0.1,0
48361,Texas,Orange County,83909,41505,42404,7.1,81.4,8.3,0.3,1.1,0
48363,Texas,Palo Pinto County,28109,13904,14205,19.7,75.4,2.4,0.6,0.6,0.1
48365,Texas,Panola County,23574,11635,11939,8.6,73.4,16.3,0.1,0.6,0
48367,Texas,Parker County,125963,62545,63418,11.5,84.4,1.3,0.5,0.5,0
48369,Texas,Parmer County,9871,5065,4806,62.4,35.1,1.6,0.1,0.2,0
48371,Texas,Pecos County,15804,9058,6746,68.5,25.9,4.1,0.6,0.4,0.1
48373,Texas,Polk County,46974,25288,21686,14.8,70.9,10.4,1.5,0.6,0.1
48375,Texas,Potter County,121230,62467,58763,37.6,45.2,9.3,0.3,5.2,0.1
48377,Texas,Presidio County,7191,3558,3633,81.4,13.6,0,0,5,0
48379,Texas,Rains County,11246,5722,5524,8.7,85.8,1.5,1,0.1,0
48381,Texas,Randall County,130552,64149,66403,20.2,73.4,2.8,0.4,1.5,0.1
48383,Texas,Reagan County,3735,1986,1749,70.1,28.9,0.7,0,0,0
48385,Texas,Real County,3358,1553,1805,19.8,80,0.2,0,0,0
48387,Texas,Red River County,12353,5803,6550,7.3,73.1,17.6,0.2,0,0
48389,Texas,Reeves County,14791,8938,5853,75,18.2,4.5,0.4,1.1,0
48391,Texas,Refugio County,7293,3617,3676,49.7,42.3,5,0.1,0.1,0
48393,Texas,Roberts County,889,404,485,7.4,90.6,0,0,0.4,0
48395,Texas,Robertson County,16727,8291,8436,20.2,57.9,19.7,0.2,0.3,0.1
48397,Texas,Rockwall County,90414,44463,45951,17.1,72.3,6,0.2,2.4,0
48399,Texas,Runnels County,10266,5050,5216,33.8,62.3,1.3,0.4,1.1,0
48401,Texas,Rusk County,53026,27810,25216,16.1,64.7,17,0.2,0.5,0
48403,Texas,Sabine County,10429,5232,5197,4,86.1,7.6,0,0.1,0
48405,Texas,San Augustine County,8403,4154,4249,6.9,68.8,20.8,1.5,0,0
48407,Texas,San Jacinto County,27436,13563,13873,12.5,74.9,10.7,0.5,0,0
48409,Texas,San Patricio County,66867,33592,33275,56.8,39.4,1.5,0.2,1,0
48411,Texas,San Saba County,5851,2949,2902,29.7,65.3,2.8,0,0,0
48413,Texas,Schleicher County,3122,1572,1550,51.8,47.7,0.3,0,0.1,0
48415,Texas,Scurry County,17346,9446,7900,39.7,53.6,4.5,0.1,0.2,0
48417,Texas,Shackelford County,3348,1677,1671,11.7,85.6,0.2,0.3,0.2,0
48419,Texas,Shelby County,25689,12740,12949,17.8,62.1,18.8,0.2,0.5,0.1
