Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
1978561,15-Apr-21,District of Columbia,Washington,1800 block of West Virginia Ave NE,0,4
1978635,15-Apr-21,Indiana,Indianapolis,8951 Mirabel Rd,8,5
1978652,15-Apr-21,Illinois,Chicago,600 block of N Sawyer Ave,0,4
1978616,15-Apr-21,Florida,Pensacola,700 Truman Ave,0,6
1976538,13-Apr-21,Maryland,Baltimore,2300 block of Hoffman St,0,4
1975296,12-Apr-21,Illinois,Chicago,I-290 and S Damen Ave,1,3
1974943,11-Apr-21,Kansas,Wichita,200 block of N Battin St,1,3
1975004,11-Apr-21,Washington,Seattle,306 23rd Ave S,0,4
1974088,10-Apr-21,Tennessee,Memphis,4315 S 3rd St,1,3
1973692,10-Apr-21,Missouri,Koshkonong,US-63 and MO-F,1,3
1975405,10-Apr-21,Connecticut,Waterbury,36 Gasparri Ln,0,4
1973809,10-Apr-21,Michigan,Allendale,4926 Becker Dr,0,4
1973844,9-Apr-21,Texas,Fort Worth,2000 block of SW Loop 820,1,5
1972187,8-Apr-21,Texas,Bryan,350 Stone City Dr,1,5
1971410,7-Apr-21,South Carolina,Rock Hill,4456 Marshall Rd,7,0
1970937,7-Apr-21,Wisconsin,Milwaukee,2627 W Capitol Dr,2,3
1973435,7-Apr-21,Ohio,Dayton,Hoover Ave and Summit Square,0,4
1969899,6-Apr-21,District of Columbia,Washington,4100 block of Ames St NE,0,4
1970245,6-Apr-21,Michigan,Detroit,6100 block of Lodewyck St,1,3
1970378,5-Apr-21,Illinois,Chicago,6800 block of S Justine Ave,0,7
1969065,5-Apr-21,Maryland,Baltimore,300 block of N Eutaw St,0,5
1969505,4-Apr-21,Louisiana,Monroe,207 Sterlington Rd,0,6
1968887,4-Apr-21,Alabama,Birmingham,3969 14th Ave N,1,5
1969633,4-Apr-21,Texas,Beaumont,6035 S M L King Jr Pkwy,0,4
1967914,3-Apr-21,North Carolina,Wilmington,718 Kidder St,3,4
1967893,3-Apr-21,Alabama,Tuscaloosa,2314 4th St,0,5
1969221,3-Apr-21,Texas,Allen,1517 Pine Bluff Dr,6,0
1968553,3-Apr-21,Florida,Quincy,2114 Pat Thomas Parkway,0,7
1966181,31-Mar-21,California,Orange,202 West Lincoln Ave,4,2
1965890,31-Mar-21,District of Columbia,Washington,1300 block of Congress St SE,2,3
1963556,28-Mar-21,Ohio,Cleveland,5100 Pearl Rd,0,7
1964085,28-Mar-21,Illinois,Chicago,I-57 and W 127th St,0,4
1963598,28-Mar-21,Maryland,Essex,1601 Middleborough Rd,5,1
1964030,28-Mar-21,Texas,San Antonio,2011 Dollarhide Ave,0,4
1963052,27-Mar-21,Illinois,Chicago,500 block of N Leamington Ave,0,4
1962934,27-Mar-21,Mississippi,Yazoo City,Dr Martin Luther King Jr Dr and Shady Dr,0,6
1962686,27-Mar-21,Illinois,River Grove,Belmont Ave,1,3
1962562,26-Mar-21,Virginia,Virginia Beach,2000 block of Atlantic Ave,0,9
1961753,26-Mar-21,Illinois,Chicago,2515 W 79th St,1,7
1964271,26-Mar-21,Virginia,Norfolk,100 block of W Balview Ave,0,4
1962890,26-Mar-21,Tennessee,Memphis,500 block of Arrington Ave,3,2
1962507,26-Mar-21,Pennsylvania,Philadelphia,1080 N Delaware Ave,0,7
1960283,23-Mar-21,Alabama,Aliceville,1st Ave SW and 15th St,2,2
1958652,22-Mar-21,Colorado,Boulder,3600 Table Mesa Dr,10,1
1959549,22-Mar-21,Michigan,Detroit,13300 block of Davidson St,1,3
1957188,20-Mar-21,Texas,Houston,10266 North Fwy,0,5
1957226,20-Mar-21,Texas,Dallas,10333 Technology Blvd,1,7
1957252,20-Mar-21,Pennsylvania,Philadelphia,4234 Germantown Ave,1,5
1956081,18-Mar-21,Oregon,Gresham,750 E Powell Blvd,0,4
1955948,18-Mar-21,Louisiana,New Orleans,2400 Annette St,0,4
1956001,17-Mar-21,California,Stockton,Oro Ave and E Main St,0,5
1954379,16-Mar-21,Georgia,Acworth,6468 Hwy 92,8,1
1954950,16-Mar-21,Arizona,Phoenix,6215 W Elm St,4,1
1953309,15-Mar-21,Indiana,Indianapolis,2300 block of N Harding St,1,4
1953202,14-Mar-21,Florida,Tampa,10101 US-92,0,4
1952662,14-Mar-21,Illinois,Chicago,2600 block of E 77th St,0,4
1952281,14-Mar-21,Illinois,Chicago,6798 block of S South Chicago Ave,2,13
1952151,13-Mar-21,New York,Brooklyn,917 Flushing Ave,0,5
1951681,13-Mar-21,Florida,Orlando,200 block of Ring Rd,1,3
1952161,13-Mar-21,Indiana,Indianapolis,300 block of N Randolph St,4,1
1951738,13-Mar-21,Virginia,Richmond,5100 block of Richmond Henrico Tpke,2,4
1951476,12-Mar-21,North Carolina,Greensboro,100 block of Huffman St,1,3
1951383,12-Mar-21,Texas,Austin,7408 Cameron Rd,0,4
1950346,11-Mar-21,New Mexico,Ohkay Owingeh (Chamita),89 Rio Arriba Co Rd 56,1,3
1950471,11-Mar-21,Pennsylvania,Philadelphia,1400 block of N 76th St,2,2
1949977,10-Mar-21,Texas,Houston,6300 Ranchester Dr,3,1
1948233,8-Mar-21,Florida,Clearwater,US-19 ALT and Drew St,1,3
1948470,7-Mar-21,Mississippi,Edwards,607 Wallace Dr,0,4
1947241,6-Mar-21,California,Yuba City,Countryside Dr and Littlejohn Dr,2,3
1945999,6-Mar-21,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4
1946991,5-Mar-21,California,Compton,600 block of N Long Beach Blvd,1,4
1944507,4-Mar-21,District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,0,5
1943986,3-Mar-21,Pennsylvania,Erie,2105 Buffalo Rd,2,3
1941382,28-Feb-21,Ohio,Cincinnati,3600 block of Idlewild Ave,3,3
1941669,28-Feb-21,Indiana,East Chicago,1205 W Chicago Ave,0,4
1940791,28-Feb-21,Delaware,Dover,21 S Little Creek Rd,0,4
1941647,28-Feb-21,South Carolina,Mccormick,437 Talbert Rd,0,4
1941444,28-Feb-21,Louisiana,Shreveport,4914 Mansfield Rd,0,5
1941210,28-Feb-21,Texas,Houston,13484 Northwest Fwy,0,4
1943271,27-Feb-21,Mississippi,Columbus,1200 block of 7th St S,0,4
1940190,27-Feb-21,Mississippi,Pattison,Pattison-Tillman Rd,2,3
1940069,26-Feb-21,Texas,Houston,8708 Beechnut St,1,5
1939789,26-Feb-21,Louisiana,Baton Rouge,4700 block of Paige St,0,4
1939958,26-Feb-21,California,San Diego,841 S 45th St,1,3
1934704,21-Feb-21,Missouri,Kennett,1615 1st St,1,4
1935235,21-Feb-21,North Carolina,Teachey,Thomas Smith Ln and Bay Rd,0,4
1934225,20-Feb-21,Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1,4
1933975,20-Feb-21,Colorado,Grand Junction,1000 block of Teller Ave,1,3
1934181,20-Feb-21,Illinois,Springfield,1100 block of S Grand Ave W,1,4
1934077,20-Feb-21,Louisiana,Metairie,6719 Airline Dr,3,2
1932479,18-Feb-21,Louisiana,Baton Rouge,2047 N Foster Dr,1,3
1931288,17-Feb-21,Pennsylvania,Philadelphia,5597 Old York Rd,0,8
1930463,16-Feb-21,Florida,Saint Petersburg,2968 Emerson Ave S,3,1
1928557,13-Feb-21,California,San Francisco,3rd St and Quesada Ave,0,6
1928594,13-Feb-21,Indiana,Indianapolis,3800 block of N Sherman Dr,0,4
1928149,13-Feb-21,California,Oakland,1000 block of Washington St,0,6
1928205,13-Feb-21,North Carolina,Cary,101 Reed St,1,3
1926742,11-Feb-21,Georgia,Columbus,2001 South Lumpkin Rd,1,4
1926701,10-Feb-21,Georgia,Atlanta,62 Harwell Rd NW,0,4
1924892,9-Feb-21,Texas,Houston,945 W Little York Rd,0,4
1924338,9-Feb-21,Minnesota,Buffalo,755 Crossroads Campus Dr,1,4
1921939,6-Feb-21,Tennessee,Murfreesboro,Ewing Blvd and West St,1,4
1923786,6-Feb-21,Louisiana,Thibodaux,1100 block of Tiger Dr,0,4
1921768,6-Feb-21,Illinois,Bloomingdale,250 W Schick Rd,1,5
1922354,6-Feb-21,Washington,Tacoma,3634 E McKinley Ave,1,3
1921641,5-Feb-21,Pennsylvania,Mohnton,360 E Wyomissing Ave,1,3
1924951,5-Feb-21,Mississippi,Benoit,1017 Lake Bolivar Rd,3,1
1920771,4-Feb-21,North Carolina,High Point,2912 W English Rd,2,3
1919399,3-Feb-21,Tennessee,Memphis,800 block of Olympic St,1,3
1919696,3-Feb-21,Colorado,Oak Creek,200 block of Wild Hogg Dr,3,2
1917918,2-Feb-21,Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,3,3
1917909,2-Feb-21,Oklahoma,Muskogee,903 Indiana St,6,1
1917661,1-Feb-21,New York,Rochester,400 block of Lyell Avenue,1,3
1916468,31-Jan-21,Illinois,Chicago,W Congress Pkwy and S Independence Blvd,0,4
1916374,30-Jan-21,New York,Albany,200 block of Central Ave,1,4
1914798,29-Jan-21,Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2,3
1914942,28-Jan-21,Michigan,Flint,1900 block of Tebo St,1,4
1913708,27-Jan-21,California,Santa Ana,1614 S Standard Ave,0,4
1911026,25-Jan-21,District of Columbia,Washington,1406 Good Hope Rd SE,1,4
1910136,24-Jan-21,Indiana,Indianapolis,3540 Adams St,5,1
1910619,24-Jan-21,Nevada,Las Vegas,W Wilson Ave and H St,0,5
1909849,22-Jan-21,Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5
1908542,21-Jan-21,California,Oakland,107th Ave and Apricot St,1,3
1905423,18-Jan-21,Pennsylvania,Tobyhanna,960 PA-196,0,4
1904063,17-Jan-21,Arizona,Phoenix,2340 W Northern Ave,0,5
1904036,17-Jan-21,Arizona,Phoenix,2236 E University Dr,1,6
1905360,16-Jan-21,Illinois,Kankakee,600 block of N Evergreen Ave,0,5
1903058,15-Jan-21,Pennsylvania,Philadelphia,5000 block of N 10th St,0,4
1899819,11-Jan-21,Florida,Miami,2491 NE 58th St,0,4
1898261,9-Jan-21,Illinois,Evanston,100 Asbury Ave,6,2
1897878,9-Jan-21,Texas,Houston,5828 Martin Luther King Blvd,1,3
1896774,7-Jan-21,District of Columbia,Washington,1300 block of Columbia Rd NW,0,5
1896384,6-Jan-21,Texas,Livingston,201 Maple Ln,2,2
1896252,6-Jan-21,Virginia,Manassas,10010 Ellis Rd,3,3
1894822,4-Jan-21,Louisiana,New Orleans,1600 block of N Galvez St,0,4
1894979,4-Jan-21,Florida,Tampa,1225 S 78th St,0,5
1894941,4-Jan-21,Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7
1893953,3-Jan-21,Oregon,Gresham,NE 181st Ave and NE San Rafael St,0,4
1893327,3-Jan-21,Texas,Houston,2900 Travis St,1,4
1893754,3-Jan-21,Florida,Miami,3632 NW 25th Ave,0,6
1893601,3-Jan-21,Louisiana,Shreveport,6900 block of Jewella Ave,2,3
1893877,3-Jan-21,California,Santa Barbara,1200 block of Liberty St,2,2
1893744,3-Jan-21,Florida,Miami,10525 NW 24th Ave,0,8
1892034,1-Jan-21,Arkansas,Fort Smith,3211 Towson Ave,0,7
1892704,1-Jan-21,Texas,Amarillo,2650 Dumas Dr,1,3
1892114,1-Jan-21,Iowa,Sioux City,2637 S Walker St,1,4
1891720,1-Jan-21,Illinois,Galesburg,1000 block of Monroe St,0,4
1891461,31-Dec-20,Indiana,Indianapolis,8215 Center Run Road,1,3
1890946,31-Dec-20,Oregon,Happy Valley,9200 block of SE Idleman Rd,0,4
1886974,26-Dec-20,Illinois,Rockford,4007 E State St,3,3
1886913,26-Dec-20,Florida,Tampa,N 20th St and E 7th Ave,2,2
1887059,26-Dec-20,Massachusetts,Lynn,Washington St and Quincy Ter,1,5
1886849,26-Dec-20,Florida,Miami,NW 61st St and NW 13th Ave,1,3
1886372,25-Dec-20,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1,4
1886721,25-Dec-20,Arkansas,Atkins,5180 Pine Ridge Rd,5,0
1886141,24-Dec-20,Florida,Lakeland,1500 block of Amos Ave,1,4
1885251,22-Dec-20,Mississippi,Meridian,Jeffrey Acres Rd,5,0
1882214,20-Dec-20,Connecticut,Bridgeport,456 Connecticut Ave,2,2
1881213,19-Dec-20,Illinois,Chicago,8936 S Cottage Grove Ave,0,6
1876727,13-Dec-20,West Virginia,Elkview,1384 Cemetery Hill Dr,4,0
1877043,12-Dec-20,California,San Bernardino,900 block of N Sierra Way,1,3
1876231,12-Dec-20,New York,Copiague,2336 Great Neck Rd,2,2
1876039,12-Dec-20,New York,Brooklyn,574 Warren St,0,4
1876552,12-Dec-20,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2,2
1877628,10-Dec-20,Georgia,Tifton,700 block of 17 1/2 St,0,4
1877122,10-Dec-20,Mississippi,Jackson,1805 Hospital Dr,0,5
1908063,8-Dec-20,West Virginia,Williamsburg,611 Flynns Creek Rd,6,0
1873798,8-Dec-20,Louisiana,Lacombe,28399 Palmer Dr,2,3
1870827,6-Dec-20,Texas,Venus,6100 N FM 157,0,6
1871627,5-Dec-20,California,Hayward,25000 block of Eldridge Ave,1,3
1870840,5-Dec-20,North Carolina,Autryville,10101 Gip Rd,0,6
1869748,4-Dec-20,Illinois,Chicago,4400 block of W Adams St,0,4
1867006,1-Dec-20,Pennsylvania,Morrisville,1 Makefield Rd,1,3
1866100,30-Nov-20,Alaska,Palmer,335 N Valley Way,4,0
1864683,29-Nov-20,Mississippi,Grenada,Highway 8 East,0,11
1865110,29-Nov-20,Tennessee,Memphis,3492 W Metropolitan Cir,2,3
1863726,28-Nov-20,South Carolina,Aiken,1695 Richland Ave E,1,10
1864205,28-Nov-20,South Carolina,Conway,3800 block of Golden Key Rd,0,5
1864177,28-Nov-20,Louisiana,New Orleans,7001 Lawrence Rd,0,4
1862947,27-Nov-20,Georgia,Macon,425 Cherry St,1,5
1863099,27-Nov-20,Ohio,Toledo,3257 Stickney Ave,0,6
1862603,26-Nov-20,Nevada,Henderson,870 E Lake Mead Pkwy,1,5
1859110,22-Nov-20,New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,0,4
1859390,22-Nov-20,New York,Brooklyn,15 Albany Ave,1,6
1858455,22-Nov-20,Illinois,Chicago,700 block of E 101st St,1,3
1859186,22-Nov-20,Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3
1857439,21-Nov-20,Illinois,Chicago,W 79th St and S Justine St,0,6
1857947,21-Nov-20,Arizona,Phoenix,35th Ave and Earll Dr,1,4
1858965,21-Nov-20,Nebraska,Bellevue,1307 Cornhusker Rd,2,2
1857040,20-Nov-20,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8
1856417,19-Nov-20,Florida,Haines City,422 N 15th St,1,3
1855276,18-Nov-20,Texas,Houston,11614 Manor Park Dr,3,2
1856338,18-Nov-20,South Carolina,Florence,500 block of Gaillard St,0,4
1854207,17-Nov-20,Tennessee,Jackson,Honey Bear Cove,0,4
1854149,16-Nov-20,Florida,Miami,200 block of S Biscayne River Dr,0,4
1853615,16-Nov-20,Illinois,Chicago,700 block of S Pulaski Rd,0,4
1854076,16-Nov-20,Illinois,Chicago,2700 block of S State St,0,4
1852831,15-Nov-20,Louisiana,Shreveport,300 block of Douglas St,0,5
1853089,15-Nov-20,Georgia,Jonesboro,Museum Cir,2,2
1852604,14-Nov-20,South Carolina,Sumter,1008 Marilyn Ave,3,1
1852853,14-Nov-20,Missouri,Fulton,1915 N Bluff St,0,4
1852161,14-Nov-20,Ohio,Cincinnati,400 block of Kings Run Dr,0,4
1852363,14-Nov-20,California,Riverside,La Sierra Avenue and Tin Mine Road,2,3
1850981,12-Nov-20,Florida,Tampa,1200 block of E Palifox St,2,4
1850693,12-Nov-20,North Carolina,Gastonia,1225 Union Rd,0,6
1849308,10-Nov-20,Florida,Tampa,N 50th St and Sligh Ave,1,7
1847840,9-Nov-20,Texas,Fort Worth,5310 E Rosedale St,0,4
1846712,8-Nov-20,Virginia,Virginia Beach,3700 block of Whitney Ct,0,4
1846494,8-Nov-20,Tennessee,Nashville,2nd Ave N and Commerce St,0,8
1846764,7-Nov-20,Kansas,Ogden,225 Riley Ave,0,4
1845690,7-Nov-20,South Carolina,Rock Hill,241 Albright Rd,1,3
1845477,6-Nov-20,Louisiana,New Orleans,8622 Belfast St,2,2
1844573,5-Nov-20,Ohio,Toledo,2125 Parkwood Ave,3,2
1843360,4-Nov-20,Missouri,Jefferson City,1299 Lafayette St,0,4
1842362,3-Nov-20,Nevada,Henderson,1445 Stonelake Cove Ave,4,1
1842421,2-Nov-20,Ohio,Mansfield,136 Sturges Ave,0,5
1840534,1-Nov-20,South Carolina,Hollywood,7800 block of White Point Rd,0,6
1840265,1-Nov-20,Indiana,Evansville,664 E Illinois St,0,4
1840364,1-Nov-20,Oklahoma,Oklahoma City,10601 S Western Ave,1,3
1841432,1-Nov-20,North Carolina,Winston Salem (Winston-salem),3900 block of Glen Hi Rd,1,3
1840600,1-Nov-20,Arizona,Tucson,2500 block of E Aerospace Parkway,2,2
1840310,1-Nov-20,New Jersey,Atlantic City,2721 Arctic Ave,1,4
1839628,31-Oct-20,California,Sacramento,2800 block of Normington Dr,0,4
1839576,31-Oct-20,Washington,Sumner,127th Ave E and Valley Ave E,0,5
1839462,31-Oct-20,California,Anaheim,1210 S State College Blvd,0,4
1840544,31-Oct-20,Nevada,North Las Vegas,3700 block of Iverson Ln,0,4
1840041,31-Oct-20,Maryland,College Park,7700 Baltimore Ave,0,7
1839112,30-Oct-20,Maryland,Waldorf,2177 Crain Hwy,1,3
1839065,30-Oct-20,Illinois,Chicago,11613 S Vincennes Ave,1,3
1838368,29-Oct-20,Florida,Winter Garden,Center St and 11th St,0,4
1837146,28-Oct-20,Virginia,Roanoke,1400 block of Rorer Ave SW,0,4
1837429,28-Oct-20,New Jersey,Newark,381 S 6th St,1,3
1834216,25-Oct-20,Texas,Fort Worth,1900 block of Carver Ave,2,3
1835030,25-Oct-20,Texas,San Antonio,2800 block of W Hutchins Pl,1,3
1834280,25-Oct-20,North Carolina,Raleigh,1731 Trawick Rd,1,3
1834617,24-Oct-20,Mississippi,Greenwood,W Martin Luther King Dr,2,8
1832014,22-Oct-20,Florida,Miami,1830 NW 50 St,1,3
1832977,22-Oct-20,Louisiana,Rayne,I-10,0,5
1831995,22-Oct-20,Massachusetts,Boston,Columbia Rd and Stanwood St,0,4
1831091,22-Oct-20,Maryland,Baltimore,500 block of W Franklin St,0,4
1830875,21-Oct-20,New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5
1830822,21-Oct-20,Mississippi,Canton,1427 W Peace St,2,2
1830092,20-Oct-20,Texas,Houston,2117 Chenevert St,3,1
1829132,19-Oct-20,Ohio,Mansfield,136 Sturges Ave,0,5
1828796,19-Oct-20,Louisiana,New Orleans,2599 N Prieur St,1,3
1827437,18-Oct-20,Maryland,Annapolis,100 block of Clay St,1,3
1828080,18-Oct-20,Illinois,Chicago,200 block of N Sacramento Blvd,1,4
1828019,18-Oct-20,Tennessee,Nashville,1100 block of W Grove Ave,0,4
1826680,17-Oct-20,New York,Lockport,43 S Niagara St,1,5
1826613,17-Oct-20,South Carolina,Rock Hill,524 N Anderson Rd,0,5
1826444,16-Oct-20,California,San Jose,175 S Capitol Ave,2,4
1825525,16-Oct-20,Florida,Orlando,2000 block of N Forsyth Rd,3,1
1826655,16-Oct-20,Arizona,Mesa,2115 Guadalupe Rd,1,6
1826675,16-Oct-20,California,San Francisco,200 block of Scherwin St,1,3
1824979,15-Oct-20,Louisiana,Lafayette,100 block of Laser Ln,2,2
1825896,15-Oct-20,Maryland,Baltimore,2900 block of Westwood Ave,0,7
1824073,14-Oct-20,Pennsylvania,Philadelphia,3900 block of  Buist Ave,0,4
1821574,12-Oct-20,South Carolina,Myrtle Beach,1012 US-501,2,3
1821496,11-Oct-20,Georgia,Atlanta,330 W Peachtree St NW,0,4
1820156,10-Oct-20,Illinois,Chicago,100 block of S Keeler Ave,1,3
1823101,10-Oct-20,South Carolina,Kingstree,55 Williamsburg County Hwy,0,8
1819955,10-Oct-20,Missouri,Saint Louis (Jennings),8800 block of Shannon Fox Cir,2,2
1818055,8-Oct-20,Pennsylvania,Philadelphia,4935 Frankford Ave,1,6
1816799,7-Oct-20,Alaska,Anchorage,200 block of McCarrey St,1,4
1817184,7-Oct-20,New York,Brooklyn,181 Hegeman Ave,1,3
1815308,5-Oct-20,District of Columbia,Washington,400 block of Orange St SE,1,3
1813872,4-Oct-20,Indiana,Indianapolis,5462 Massachusetts Ave,3,4
1814148,4-Oct-20,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,1,5
1813306,3-Oct-20,Tennessee,Clarksville,100 block of Tiny Town Rd,0,5
1813583,3-Oct-20,California,Sacramento,Roanoke Ave and Haywood St,1,3
1812972,2-Oct-20,California,Los Angeles,51st St and Hoover St,0,4
1812838,2-Oct-20,Washington,Seattle,9700 block of 59th Ave S,0,4
1812049,1-Oct-20,Michigan,Detroit,15018 Houston Whittier St,0,5
1810696,30-Sep-20,North Carolina,Greensboro,700 block of Milton St,0,4
1810881,30-Sep-20,Florida,Jacksonville,12517 Beach Blvd,0,4
1810358,30-Sep-20,Wisconsin,Milwaukee,4217 W Fond du Lac Ave,0,7
1809910,29-Sep-20,Pennsylvania,Philadelphia,4500 block of N 19th St,0,5
1809484,29-Sep-20,Ohio,Painesville,100 block of Morse Ave,2,2
1807325,28-Sep-20,Michigan,Detroit,6609 Michigan Ave,0,6
1806806,27-Sep-20,Ohio,Sandusky,Hancock St and Neil St,1,3
1808628,27-Sep-20,California,San Bernardino,900 block of N Sierra Way,1,3
1807096,27-Sep-20,Tennessee,Nashville,619 Millwood Dr,0,4
1807046,26-Sep-20,Pennsylvania,Philadelphia,100 block of N Lindenwood St,0,4
1806035,26-Sep-20,Alabama,Enterprise,507 Glover Ave,1,3
1806002,26-Sep-20,Iowa,Waterloo,501 W 4th St,2,6
1805722,26-Sep-20,Illinois,Chicago,2400 block of W Lithuanian Plaza Ct,0,4
1806368,26-Sep-20,Missouri,Saint Louis,4700 block of Vernon Ave,0,5
1806500,25-Sep-20,Pennsylvania,Philadelphia,1300 block of Sanger St,0,4
1804511,23-Sep-20,Georgia,Hampton,1577 Glynn Ct,1,3
1802862,23-Sep-20,Minnesota,Minneapolis,200 W Broadway Ave,0,5
1800886,21-Sep-20,Ohio,Struthers,111 Perry St,1,4
1800549,20-Sep-20,New York,Corona (Queens),Merrick Blvd and Foch Blvd,0,4
1800514,20-Sep-20,Connecticut,Stamford,Ursula Pl and Dale St,1,3
1800026,19-Sep-20,New York,Buffalo,Glenwood Ave and Jefferson Ave,1,4
1799748,19-Sep-20,Illinois,Chicago,12200 block of S May St,0,4
1799703,19-Sep-20,Illinois,Chicago,6900 block of S Claremont Ave,0,4
1800188,19-Sep-20,New Jersey,Plainfield,523 W 3rd St,0,4
1799307,19-Sep-20,New York,Rochester,278 Pennsylvania Ave,2,14
1800192,19-Sep-20,New Jersey,Paterson,Elizabeth St and Getty Ave,0,5
1800779,19-Sep-20,Arkansas,West Memphis,900 block of Winchell St,0,5
1799160,18-Sep-20,Arkansas,Little Rock,5311 Mabelvale Pike,0,4
1797620,16-Sep-20,Pennsylvania,Philadelphia,1800 Wallace St,2,3
1796684,15-Sep-20,California,San Jose,600 block of S 8th St,2,4
1796638,15-Sep-20,Illinois,Chicago,3500 block of W Lawrence Ave,0,5
1795391,14-Sep-20,Louisiana,Baker,Burgess Dr,0,4
1794138,13-Sep-20,Tennessee,Manchester,I-24 and McMinnville Hwy,3,3
1793826,13-Sep-20,Michigan,Grand Rapids,3950 Stahl Dr SE,0,7
1793559,13-Sep-20,Florida,Tampa,5110 N 40th St,0,4
1794086,13-Sep-20,Illinois,Chicago,6100 block of S Throop St,1,3
1793521,13-Sep-20,New Jersey,New Brunswick,32 Delafield St,2,7
1792650,12-Sep-20,Illinois,Chicago,100 block of N Pine Ave,2,4
1793680,12-Sep-20,North Carolina,Wilson,200 block of Dewey St,0,5
1793771,12-Sep-20,Pennsylvania,Philadelphia,N 18th St and Dauphin St,0,4
1792624,11-Sep-20,Louisiana,Donaldsonville,St Elizabeth St and Front St,0,5
1791482,10-Sep-20,Louisiana,New Orleans,4100 block of Rayne Dr,3,2
1788401,8-Sep-20,Maryland,Baltimore,2300 block of Greenmount Ave,0,5
1788168,7-Sep-20,Louisiana,New Orleans,1500 block of Freret St,0,4
1787655,7-Sep-20,New York,Brooklyn,Norstrand Ave and Crown St,0,5
1788352,7-Sep-20,California,Aguanga,45125 Highway 371,7,0
1787222,7-Sep-20,Indiana,Indianapolis,W 38th St and Graceland Ave,1,4
1786855,6-Sep-20,Georgia,Sparta,Faye St and Lee St,1,6
1786920,6-Sep-20,Illinois,Chicago,S Kingston Ave and E 77th St,0,4
1787977,6-Sep-20,Tennessee,Memphis,6555 Lost Oak Dr,0,4
1786829,6-Sep-20,Colorado,Commerce City,6700 block of Birch St,0,4
1787286,6-Sep-20,Missouri,Kansas City,3999 Swope Pkwy,0,6
1786890,6-Sep-20,Missouri,Saint Louis,5700 block of Minerva Ave,1,3
1787006,6-Sep-20,Louisiana,New Iberia,1752 Center St,0,5
1787387,6-Sep-20,Maryland,Baltimore,4900 block of Reisterstown Rd,0,4
1786488,5-Sep-20,Texas,Houston,9940 Fondren Rd,0,4
1786449,5-Sep-20,Maryland,Baltimore,2000 block of W Lexington St,1,3
1785713,5-Sep-20,Florida,Williston,Co Rd 318 and US-27 Alt,0,6
1786806,5-Sep-20,Arkansas,Little Rock,400 President Clinton Ave,0,4
1805455,3-Sep-20,South Carolina,Anderson,R St and Chase Ave,1,3
1785358,3-Sep-20,Florida,Miami,2000 block of NW 71st St,1,3
1784570,3-Sep-20,Arkansas,Hensley,Woodson Lateral Rd and I-530,1,3
1785108,3-Sep-20,Pennsylvania,Philadelphia,700 block of E Chelten Ave,0,6
1785593,3-Sep-20,Arkansas,Little Rock,19 Nandina Cir,0,4
1783582,2-Sep-20,Pennsylvania,Philadelphia,1800 block of Moore St,2,2
1784141,2-Sep-20,Georgia,Albany,1400 block of E Residence Ave,1,3
1783928,2-Sep-20,California,Oakland,Kerwin Ave and 105th Ave,0,4
1825993,31-Aug-20,Pennsylvania,Philadelphia,1500 block of W Clearfield St,0,5
1782962,31-Aug-20,Florida,Tallahassee,2660 Old Bainbridge Rd,0,4
1780301,30-Aug-20,Kentucky,Lexington,545 N Upper St,0,7
1780199,30-Aug-20,Illinois,Zion,2300 block of Joppa Ave,1,3
1780266,30-Aug-20,Texas,San Antonio,S Olive St and Aransas Ave,2,2
1779981,30-Aug-20,New York,Buffalo,500 block of Fillmore Ave,1,4
1784122,30-Aug-20,Pennsylvania,Philadelphia,5317 Oxford Ave,0,4
1779718,30-Aug-20,Illinois,Chicago,11601 S Western Ave,1,4
1780091,30-Aug-20,Kentucky,Madisonville,400 block of Elm St,0,5
1780228,29-Aug-20,Nevada,Las Vegas,777 E Twain Ave,2,2
1778571,29-Aug-20,Illinois,Rock Island,1800 2nd Ave,1,5
1778435,28-Aug-20,Minnesota,Minneapolis,2400 block of Irving Ave N,0,4
1778542,28-Aug-20,Pennsylvania,Chester,2900 block of W 2nd St,1,3
1779023,28-Aug-20,Texas,Dallas,2600 block of Elm St,1,4
1777607,27-Aug-20,Oregon,Portland,10500 block of NE Halsey St,1,3
1777180,26-Aug-20,Michigan,Pontiac,252 Carriage Circle Dr,3,1
1776905,26-Aug-20,South Carolina,Hilton Head Island,Muddy Creek Rd and Spanish Wells Rd,0,4
1777400,26-Aug-20,Pennsylvania,Philadelphia,5500 block of Chew Ave,0,4
