Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
858719,3-Jun-17,Louisiana,New Orleans,3717 Tulane Ave,3,2
858877,2-Jun-17,California,Los Angeles,89th St and Broadway,1,3
858378,2-Jun-17,Texas,Laredo,5301 McPherson Rd,2,3
857443,1-Jun-17,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1
855764,30-May-17,Ohio,Middletown,1200 Elliott Dr,1,3
855113,29-May-17,Kentucky,Louisville,231 Witherspoon St,1,3
853901,28-May-17,Alabama,Phenix City,100 block of 6th Street South,0,12
853796,28-May-17,New Jersey,Paterson,86 Main Street,1,5
853920,28-May-17,Mississippi,Moss Point,6103 Hwy. 63,0,5
853032,27-May-17,New York,New York (Manhattan),318 W 14th St,0,4
853119,27-May-17,District of Columbia,Washington,100 block of Q St NW,1,7
853756,27-May-17,Mississippi,Bogue Chitto,2871 Lee Dr,8,1
852676,26-May-17,Florida,Miami,2730 NW 167th St,0,4
848680,21-May-17,Iowa,Des Moines,4300 Beaver Dr,1,3
849215,21-May-17,Arizona,Mesa,441 N Val Vista Dr,0,4
848292,20-May-17,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10
845364,16-May-17,South Carolina,Ruffin,21785 Lowcountry Hwy,3,1
843078,14-May-17,Arkansas,Jonesboro,311 S Main St,1,6
843045,14-May-17,Illinois,Dolton,14112 Chicago Road,0,5
843172,14-May-17,Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5
843590,14-May-17,Texas,Fort Worth,8600 block of Calmont Ave,0,4
840339,10-May-17,New Jersey,Trenton,300 block of Centre St,1,3
839846,9-May-17,Kansas,Kansas City,1900 block of S. Boeke,3,1
838272,7-May-17,Illinois,Chicago,2600 block of 46th Pl,2,8
835961,4-May-17,Michigan,Flint,600 block of Copeman Boulevard,1,3
834832,2-May-17,Florida,Jacksonville,1566 West 24th Street,1,3
833152,1-May-17,Texas,Dallas,3200 block of Reynolds Ave,2,3
832679,30-Apr-17,California,San Diego,9080 Judicial Dr,2,6
832528,30-Apr-17,Kansas,Topeka,4104 SW 28th,4,1
833128,30-Apr-17,Florida,Jacksonville,1200 Ken Knight Dr N,0,5
832309,30-Apr-17,South Carolina,Loris,268 N Sea Green Rd,1,5
835459,29-Apr-17,California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3
832290,29-Apr-17,California,Sacramento,3800 block of 26th Avenue,0,5
831800,29-Apr-17,California,Whittier,10000 block of Carmentia Rd,1,5
831667,29-Apr-17,Maryland,Germantown,12839 Kitchen House Way,1,3
834788,29-Apr-17,California,Compton,2000 Block of N Nestor Ave,0,4
832063,29-Apr-17,Virginia,Virginia Beach,200 block of 18th St,0,4
831201,28-Apr-17,Pennsylvania,Chester,5 E 21st St,0,4
830984,27-Apr-17,New Jersey,Newark,1100 block of S Orange Ave,1,3
829073,26-Apr-17,Florida,Miami,SW 264th St and 139th Ave,0,4
825694,21-Apr-17,Florida,Palm Bay,2500 block of Vernon Dr,2,2
825111,20-Apr-17,Kentucky,Louisville,700 block of East Jacob Street,0,4
821667,16-Apr-17,California,Vallejo,110 Calhoun Street,0,4
821723,16-Apr-17,North Carolina,Elizabeth City,611 S Martin St,0,4
821371,16-Apr-17,Ohio,Columbus,1710 Cleveland Av,0,9
821640,15-Apr-17,Illinois,Rock Falls,311 W  2nd St,0,4
821055,15-Apr-17,Pennsylvania,Philadelphia,5900 block of Hammond St,0,4
820565,15-Apr-17,Indiana,Indianapolis,300 block of S Meridian St,0,4
821400,15-Apr-17,Alabama,Birmingham,1480 Center Point Pkwy,0,6
821651,15-Apr-17,Illinois,Harvey,14600 block of Myrtle Avenue,0,4
822750,15-Apr-17,California,Banning,900 block of N Allen St,0,4
818932,13-Apr-17,Georgia,Atlanta,30 Anderson Ave SW,1,3
815227,9-Apr-17,Texas,San Antonio,4000 block of Moss Spring Dr,1,3
815246,9-Apr-17,Indiana,Fort Wayne,9439 Lima Rd,1,3
813877,7-Apr-17,North Carolina,Hickory,1423 29th Ave Dr NE,3,1
813821,7-Apr-17,Texas,Houston,3829 Mount Pleasant St,5,0
813943,7-Apr-17,Minnesota,Saint Paul,1600 block of English St,4,1
814094,7-Apr-17,Illinois,Chicago,5600 block of W Lake St,1,5
813028,6-Apr-17,Louisiana,Lake Charles,2000 block of Tulip St,1,3
810756,3-Apr-17,Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1
811089,3-Apr-17,Texas,Lubbock,5401 Ave Q,0,7
809978,2-Apr-17,Illinois,Chicago,3500 block of W Van Buren St,2,4
809683,2-Apr-17,Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5
809815,1-Apr-17,California,Pittsburg,100 block of Madoline Street,0,5
809048,1-Apr-17,Florida,Tampa,219 S Howard Ave,1,4
809499,1-Apr-17,Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3
807618,30-Mar-17,Illinois,Chicago,2704 E 75th St,4,0
804115,27-Mar-17,Florida,Sanford,209 Hays Dr,2,4
803689,26-Mar-17,Ohio,Cleveland,E 75th St,2,2
803822,26-Mar-17,Texas,Houston,5619 Aldine Bender Rd,2,4
803054,26-Mar-17,Ohio,Cincinnati,4601 Kellogg Ave,2,15
802926,25-Mar-17,Tennessee,Knoxville,Minnesota Ave,1,4
803460,25-Mar-17,Michigan,Detroit,8443 Grand River Ave,1,3
802837,25-Mar-17,Ohio,Cleveland,E 79th St and Woodland Ave,2,2
802425,24-Mar-17,California,Fresno,300 block of South Villa Avenue,1,4
802240,24-Mar-17,Missouri,Saint Louis,5100 block of Palm St,1,6
800363,22-Mar-17,Wisconsin,Rothschild,1133 E Grand Ave,5,0
797553,19-Mar-17,Kentucky,Louisville,1512 Portland Avenue,1,5
797125,18-Mar-17,Michigan,Detroit,16000 block of Rutherford,3,2
794468,15-Mar-17,Louisiana,Metairie,2508 Pasadena Ave,3,1
791298,10-Mar-17,Illinois,Chicago,123 E 51st St,2,2
791274,10-Mar-17,Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1
789798,7-Mar-17,Illinois,Chicago,W 76th St and S May St,0,4
789424,5-Mar-17,Georgia,Columbus,600 block of 32nd Street,0,4
787875,4-Mar-17,Kansas,Topeka,SE Bellview Ave and SE 23rd St,1,4
787801,4-Mar-17,California,Sacramento,2500 block of 33rd St,0,4
786876,3-Mar-17,Pennsylvania,Philadelphia,7165 Germantown Ave,0,4
787435,3-Mar-17,California,Riverside,8300 block of Trey Ave,0,5
785262,28-Feb-17,Ohio,Cincinnati,1700 of Casey Dr,0,6
783963,27-Feb-17,Virginia,Newport News,11810 Fountain Way,0,4
783623,26-Feb-17,Indiana,Gary,1700 Grant St,1,4
783102,25-Feb-17,Ohio,Warren,1564 Niles Cortland Rd SE,2,3
783090,25-Feb-17,Florida,Jacksonville,3604 Moncrief Rd,1,4
780792,22-Feb-17,New York,Rochester,191 Genesee St,0,4
780036,21-Feb-17,Ohio,Cleveland,16700 Lorain Ave,0,4
779582,21-Feb-17,Mississippi,Toomsuba,Butts Road,4,0
778941,20-Feb-17,Ohio,Cleveland,1082 East 105th Street,0,5
778182,19-Feb-17,Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3
777876,18-Feb-17,Pennsylvania,Philadelphia,1 block of N Conestoga,0,4
777410,18-Feb-17,Indiana,South Bend,1000 block of Yukon St,1,3
775903,15-Feb-17,California,Salinas,30 Soledad Street,0,4
775531,15-Feb-17,Illinois,Chicago,3949 South Albany Avenue,3,2
773002,12-Feb-17,Missouri,Caruthersville,908 Truman Blvd,1,6
773162,12-Feb-17,New York,Newburgh,253 South William Street,1,3
773908,12-Feb-17,Florida,Greenville,Church Ave and Obadiah St,0,5
772753,11-Feb-17,Illinois,Chicago,100 block of N Mayfield,1,3
772989,11-Feb-17,Tennessee,Savannah,Clifton Road and Midway Drive,0,4
772067,10-Feb-17,Louisiana,New Orleans,2nd St and Dryades St,1,5
771826,9-Feb-17,Mississippi,Jackson,3150 Robinson Road,4,0
769889,8-Feb-17,Ohio,Cleveland,16379 Euclid Ave,1,4
769511,7-Feb-17,South Carolina,Columbia,5500 block of Fairfield Road,0,4
769859,7-Feb-17,Arkansas,Little Rock,25 Par Drive,1,4
768243,6-Feb-17,Mississippi,Yazoo City,11th Street,4,0
765559,31-Jan-17,Tennessee,Memphis,1576 S White Station Rd,0,4
765153,31-Jan-17,District of Columbia,Washington,2900 block of Martin Luther King Jr Ave SE,0,4
764020,30-Jan-17,Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4
763313,29-Jan-17,Louisiana,Shreveport,6363 Hearne Ave,1,4
1025158,27-Jan-17,Washington,Bremerton,Tenino Dr W,4,0
761973,27-Jan-17,Tennessee,Brownsville,221 Morgan St,0,10
760482,26-Jan-17,Georgia,Albany,1510 Maryland Drive,2,3
760259,25-Jan-17,Illinois,Chicago,500 block of E 75th St,0,6
757158,22-Jan-17,Texas,Manvel,200 block of Oak Shore Dr,3,2
757032,22-Jan-17,Illinois,Chicago (Englewood),1800 block of W 63rd,0,4
757001,22-Jan-17,Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1
756801,21-Jan-17,Georgia,Jonesboro,6510 Tara Blvd,0,6
756526,21-Jan-17,Florida,Boynton Beach,500 NE 2nd St,0,5
756504,21-Jan-17,Tennessee,Memphis,500 block of Delta Road,2,2
757955,20-Jan-17,Mississippi,Como,Smart Road,1,4
756015,20-Jan-17,California,Fresno,4700 block of E Montecito Ave,0,4
752756,16-Jan-17,Texas,Houston,8535 Martin Luther King Boulevard,0,4
752222,16-Jan-17,Florida,Miami,6011 NW 32nd Ave,0,8
752249,15-Jan-17,Colorado,Capulin,County Road Y,3,1
751367,15-Jan-17,Mississippi,Magnolia,6000 block of Church Road,1,4
749361,12-Jan-17,Missouri,Kansas City,8607 E 61st Terrace,3,2
749769,12-Jan-17,California,Salinas,500 block of Sunrise St,2,2
748152,11-Jan-17,New Jersey,Newark,Hawkins Street and Christie Street,1,3
748348,11-Jan-17,Illinois,Chicago,4200 block of S Talman,1,3
745236,7-Jan-17,Michigan,Flint,2500 block of Churchill Ave,1,3
744799,6-Jan-17,California,Pasadena,100 block of W Claremont St,2,2
743995,6-Jan-17,Florida,Fort Lauderdale,100 Terminal Dr,5,6
742542,4-Jan-17,California,Fontana,14520 Village Drive,3,1
742001,3-Jan-17,Texas,Allen,500 block of Hawthorne Drive,0,4
743282,1-Jan-17,Mississippi,Winstonville,114 North Greyer Street,0,5
739451,1-Jan-17,Texas,Dallas,9220 Skillman Street,1,3
739766,1-Jan-17,Florida,Miami,8000 block of NW 14th Ave,0,7
740447,31-Dec-16,Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2
738749,31-Dec-16,Texas,Houston,3704 Fannin Street,1,3
738041,30-Dec-16,Ohio,Mansfield,3230 Possum Run Rd,0,5
738576,30-Dec-16,Connecticut,Wallingford,95 S Turnpike Rd,2,3
736690,28-Dec-16,Georgia,Columbus,2914 10th Street,1,4
734157,25-Dec-16,Illinois,Chicago,8600 block of S Maryland Ave,3,4
735947,25-Dec-16,Alabama,Ozark,858 US-231,0,4
733599,25-Dec-16,New York,Mount Vernon,4 North 3rd Avenue,1,5
732927,24-Dec-16,North Carolina,Madison,490 K Ford Rd,0,7
733176,24-Dec-16,North Carolina,Wilson,2241 Banks Lane East,4,0
732263,23-Dec-16,Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3
732574,23-Dec-16,Illinois,Chicago,4900 block of W Hubbard,0,4
727759,17-Dec-16,Illinois,Chicago (Roseland),100 block of W 105th St,5,0
728286,17-Dec-16,North Carolina,Charlotte,4115 N. Tryon Street,0,4
727555,16-Dec-16,Illinois,Chicago,13th and South Kedzie,0,4
727544,16-Dec-16,Illinois,Chicago,4300 block of South Rockwell,2,2
724667,12-Dec-16,California,Sacramento,4800 block of Myrtle Avenue,1,3
723649,11-Dec-16,New York,Brooklyn,192 Knickerbocker Ave,0,4
723643,11-Dec-16,Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4
723292,11-Dec-16,Maryland,Baltimore,3916 South Hanover Street,0,5
725338,11-Dec-16,North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4
725323,9-Dec-16,Texas,Channelview,15300 block of Market,4,0
722452,9-Dec-16,California,Fresno,842 Fresno Street,0,4
719128,5-Dec-16,New Mexico,Albuquerque,1532 Stagecoach Lane,4,1
717873,3-Dec-16,California,Los Angeles,91st Street and Western Avenue,0,6
717616,2-Dec-16,New Jersey,Bloomfield,3 1st Ave,0,6
716001,1-Dec-16,California,Clearlake Oaks,N/A,1,3
715101,30-Nov-16,Maryland,Baltimore,2901 Garrison Blvd,2,4
712796,28-Nov-16,Texas,Mission (Palmview),1840 West Palma Vista Drive,1,3
712776,28-Nov-16,California,Wilmington,1067 McDonald Avenue,0,4
713445,28-Nov-16,California,San Pedro,300 block of West 2nd Street,0,4
711597,27-Nov-16,Louisiana,New Orleans,100 block of Bourbon Street,1,9
711744,27-Nov-16,Missouri,Kansas City,Gregory and Prospect,0,7
710732,26-Nov-16,Illinois,Chicago,8800 block of S Exchange Ave,1,5
710467,25-Nov-16,Louisiana,New Orleans,Magnolia St and Felicity St,0,4
709370,24-Nov-16,Kentucky,Louisville,4501 W Broadway,2,4
709276,24-Nov-16,New York,Albany,77 Central Ave,1,3
708777,23-Nov-16,Mississippi,Olive Branch,928 Cross Road,0,4
708392,22-Nov-16,Florida,Clewiston,1068 Harlem Academy Ave,1,4
704568,18-Nov-16,Illinois,Chicago,5000 block of W Wabansia,0,4
703245,17-Nov-16,Tennessee,Dyersburg,160 Longfellow,1,7
699605,13-Nov-16,Florida,Jacksonville,5105 Cleveland Rd,3,2
699332,13-Nov-16,Texas,San Antonio,8000 Midcrown,0,4
700232,13-Nov-16,California,San Diego,3800 block of Marlborough Avenue,3,2
699316,13-Nov-16,Florida,Orlando,Conley Street and South Ivey Lane,0,4
699033,12-Nov-16,California,Sacramento,8600 block of Ardith Drive,1,5
700363,12-Nov-16,Missouri,Kansas City,21st St and Cleveland Ave,1,3
699303,12-Nov-16,Connecticut,Bridgeport,2500 Park Avenue,0,5
699863,11-Nov-16,Texas,Houston,7705 Channelside Street,0,4
698383,10-Nov-16,Texas,Houston,6610 S Sam Houston Pkwy W,1,3
696917,9-Nov-16,Washington,Seattle,1524 3rd Ave,0,5
697377,9-Nov-16,Illinois,Chicago,3400 block of W Monroe,1,3
696352,9-Nov-16,Tennessee,Memphis,1800 block of East Brooks Road,0,4
693438,5-Nov-16,Texas,San Antonio,10726 Perrin Beitel Rd,0,4
693401,5-Nov-16,South Carolina,Myrtle Beach,803 Main St,0,5
693624,5-Nov-16,Florida,Fort Lauderdale (Lauderhill),3135 W Broward Blvd,1,3
693374,5-Nov-16,California,Oakland,420 14th Street,0,8
693290,5-Nov-16,Illinois,Chicago,4800 block of North Winthrop,0,5
693307,4-Nov-16,Pennsylvania,Philadelphia,5451 Springfield Ave,0,4
692020,3-Nov-16,Illinois,Chicago,8000 block of S Shore Dr,2,2
692315,3-Nov-16,New Jersey,Orange,234 Cleveland Street,2,2
692025,2-Nov-16,Arkansas,Little Rock,2111 Bragg Street,1,4
691113,1-Nov-16,Tennessee,Memphis,5200 block of Zodiac Rd,1,5
689518,31-Oct-16,Louisiana,Shreveport,700 Block of W 68th St,0,4
688979,30-Oct-16,Ohio,Toledo,742 Junction Ave,0,4
689020,30-Oct-16,Maryland,Capitol Heights,6862 Walker Mill Rd,3,3
688841,30-Oct-16,New York,New York (Manhattan),135 Ridge Street,0,4
688577,30-Oct-16,New York,Newburgh,119 First Street,2,5
688592,30-Oct-16,Texas,San Antonio,2900 block of Aspen Meadow,0,5
689009,29-Oct-16,California,Los Angeles,1600 block of Century Boulevard,0,5
687940,29-Oct-16,Ohio,Dayton,2010 Cornell Ridge Dr,1,3
688210,29-Oct-16,California,Riverside,3500 block of Madison Street,0,4
688429,28-Oct-16,Mississippi,Jackson,200 block of Lorenz Blvd,0,6
687375,28-Oct-16,Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4
686312,27-Oct-16,Georgia,Jackson,600 block of Moccasin Gap Road,4,0
685379,25-Oct-16,Ohio,Dayton,3300 block of Riverside Dr,1,3
684130,25-Oct-16,Virginia,Roanoke,830 Campbell Avenue Southeast,2,3
683142,23-Oct-16,Oklahoma,Wellston,Highway 66 and N 3310 Rd,1,5
682298,22-Oct-16,California,Oakland,77th and Bancroft Avenues,0,7
679290,18-Oct-16,California,San Francisco,325 La Grande Ave,0,4
678438,17-Oct-16,Illinois,Chicago (Englewood),6700 block of South Winchester,1,4
677293,15-Oct-16,Alabama,Mobile,1800 block of St Stephens Road,0,5
676686,15-Oct-16,Illinois,Rockford,7801 East State St,1,5
676663,15-Oct-16,California,Los Angeles,2918 Rimpau Blvd,4,11
676376,14-Oct-16,Illinois,Chicago,3300 block of W Maypole Ave,1,6
675993,13-Oct-16,Illinois,Chicago,2700 block of West Lexington,0,4
672203,9-Oct-16,Michigan,Grand Rapids,1850 28th Street SE,1,8
672217,9-Oct-16,California,Sacramento,1696 Arden Way,1,3
671717,8-Oct-16,New York,Brooklyn,7301 3rd Ave,0,4
669777,4-Oct-16,Louisiana,New Orleans,3727 Ulloa Street,3,2
668407,3-Oct-16,Minnesota,Minneapolis,Fourth St and Hennepin Ave,0,4
667984,2-Oct-16,Texas,San Antonio,2600 South Flores Street,1,4
668279,1-Oct-16,Illinois,Pembroke Township,17250E Road,4,0
668352,1-Oct-16,California,Fresno,3200 block of East Clay Avenue,0,4
665995,29-Sep-16,California,San Francisco,400 block of Ellis St,1,3
663624,26-Sep-16,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,0,4
663789,26-Sep-16,Texas,Humble,21219 Grand Linden Ct,0,4
663106,26-Sep-16,Texas,Houston,5450 Weslayan St,1,6
662548,25-Sep-16,Illinois,Champaign,300 block of E. Green St,1,3
662342,24-Sep-16,Maryland,Baltimore,Greenmount Ave and Preston St,0,8
661703,23-Sep-16,Washington,Burlington,201 Cascade Mall Dr,5,0
657854,18-Sep-16,Pennsylvania,Philadelphia,3001 Castor Avenue,0,4
658226,18-Sep-16,Pennsylvania,Pittsburgh,1700 block of Brighton Pl,0,4
657863,18-Sep-16,Virginia,Lynchburg,421 Rivermont Ave,1,3
657634,17-Sep-16,District of Columbia,Washington,2600 block of Birney Pl SE,2,7
659289,17-Sep-16,Florida,Miami,20582 SW 119th Ave,0,6
657136,17-Sep-16,Florida,Orlando,3918 Columbia St,1,6
657151,17-Sep-16,Indiana,Indianapolis,2016 West 76th Street,2,2
656991,16-Sep-16,California,Los Angeles (Hollywood),555 N Heliotrope Dr,2,2
657023,16-Sep-16,Pennsylvania,Philadelphia,5100 block of Sansom St,2,5
655512,14-Sep-16,Texas,Humble,16000 block of Saybrook,1,3
654087,13-Sep-16,Indiana,Fort Wayne,1723 E Wayne St,3,2
653077,11-Sep-16,Louisiana,New Orleans,2349 S Claiborne Ave,1,5
652584,11-Sep-16,Missouri,Kansas City,500 block of Westport Rd,0,6
652561,11-Sep-16,Michigan,Saginaw,2207 Pierce Road,0,5
652606,11-Sep-16,North Carolina,New Bern,1100 block of Highway 70,0,5
652642,11-Sep-16,Indiana,Fort Wayne,3006 Holton Avenue,3,1
652759,11-Sep-16,New Jersey,Jersey City,87 Van Wagenen Ave,1,3
652175,10-Sep-16,Florida,Miami,3451 Northwest 36 Street,1,3
651957,8-Sep-16,Texas,Del Valle,8330 Linden Rd,4,0
651434,8-Sep-16,Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey St,1,4
648884,5-Sep-16,Illinois,Chicago,2700 block of W Lexington Ave,2,3
648490,5-Sep-16,Pennsylvania,Reading,600 block of Moss Street,0,4
647865,4-Sep-16,Virginia,Roanoke,1020 Orange Ave NE,1,10
646995,3-Sep-16,North Carolina,Wilmington,600 block of North 30th St,1,3
646855,3-Sep-16,Illinois,Chicago,100 block of North Seeley Avenue,0,4
644723,30-Aug-16,Georgia,Atlanta,400 Merritts Avenue NE,0,4
643824,30-Aug-16,Illinois,Chicago (Englewood),6800 block of South Ashland,0,4
641732,29-Aug-16,New Jersey,Egg Harbor City,907 White Horse Pike,1,5
641419,28-Aug-16,Texas,Lubbock,2200 block of 17th St,0,6
640677,28-Aug-16,New York,Bronx,514 E 156th St,0,4
640689,28-Aug-16,Missouri,Saint Louis,S Grand Blvd and Montana St,2,2
640861,28-Aug-16,Alabama,Dadeville,512 E Columbus St,0,5
640500,27-Aug-16,Alabama,Bessemer (Brighton),3810 7th Ave,1,6
640203,27-Aug-16,Florida,Miami,1900 block of NW 83rd Terr,2,4
640901,25-Aug-16,New Jersey,Bridgeton,Marion Street,0,5
634889,21-Aug-16,Massachusetts,Boston,Westview and Stratton Street,0,4
634787,21-Aug-16,Connecticut,Bridgeport,19 Plymouth St,0,13
634238,20-Aug-16,Connecticut,Hamden,903 Dixwell Ave,0,4
634731,20-Aug-16,Washington,Tacoma,900 block of Pacific Avenue,0,5
634819,20-Aug-16,Alabama,Citronelle,Jim Platt Road,5,0
632747,18-Aug-16,Connecticut,Waterbury,402 E Main Street,0,4
632753,17-Aug-16,California,Oakland,Mandela Parkway,0,4
